"uniqueid","p1","p2","p3","p4","p5"
20173912,0.432,0.246,0.02,0.218,0.084
20173910,0.268,0.284,0.132,0.072,0.244
20173904,0.292,0.354,0.066,0.132,0.156
20173902,0.416,0.264,0.014,0.226,0.08
20173899,0.402,0.218,0.014,0.28,0.086
20173893,0.442,0.216,0.018,0.252,0.072
20173887,0.358,0.302,0.024,0.176,0.14
20173882,0.388,0.292,0.012,0.212,0.096
20173878,0.378,0.186,0.002,0.376,0.058
20173875,0.38,0.258,0.024,0.236,0.102
20173850,0.46,0.164,0.016,0.318,0.042
20173848,0.35,0.36,0.028,0.134,0.128
20173845,0.362,0.308,0.036,0.166,0.128
20173844,0.444,0.25,0.016,0.212,0.078
20173842,0.384,0.324,0.044,0.116,0.132
20173841,0.38,0.298,0.03,0.216,0.076
20173830,0.346,0.234,0.018,0.314,0.088
20173825,0.432,0.192,0.014,0.266,0.096
20173818,0.434,0.224,0.02,0.262,0.06
20173807,0.422,0.282,0.014,0.188,0.094
20173783,0.486,0.152,0.012,0.308,0.042
20173782,0.386,0.282,0.022,0.184,0.126
20173777,0.442,0.152,0.02,0.31,0.076
20173754,0.286,0.368,0.062,0.106,0.178
20173747,0.338,0.342,0.05,0.108,0.162
20173741,0.422,0.18,0.01,0.338,0.05
20173739,0.374,0.32,0.07,0.126,0.11
20173733,0.382,0.296,0.038,0.182,0.102
20173726,0.46,0.218,0.026,0.248,0.048
20173718,0.492,0.194,0.004,0.248,0.062
20173717,0.392,0.27,0.026,0.224,0.088
20173711,0.474,0.214,0.018,0.22,0.074
20173706,0.44,0.26,0.016,0.22,0.064
20173704,0.394,0.204,0.034,0.232,0.136
20173703,0.312,0.358,0.058,0.108,0.164
20173702,0.408,0.238,0.01,0.24,0.104
20173692,0.454,0.176,0.008,0.302,0.06
20173690,0.35,0.314,0.038,0.168,0.13
20173683,0.348,0.26,0.032,0.232,0.128
20173682,0.36,0.31,0.048,0.114,0.168
20173680,0.39,0.25,0.024,0.248,0.088
20173669,0.416,0.298,0.034,0.152,0.1
20173667,0.342,0.3,0.082,0.096,0.18
20173656,0.4,0.23,0.022,0.264,0.084
20173649,0.278,0.28,0.108,0.148,0.186
20173647,0.392,0.222,0.016,0.286,0.084
20173642,0.326,0.344,0.036,0.124,0.17
20173633,0.416,0.168,0.002,0.348,0.066
20173632,0.47,0.218,0.01,0.234,0.068
20173628,0.374,0.312,0.028,0.17,0.116
20173624,0.434,0.15,0.004,0.354,0.058
20173617,0.414,0.286,0.008,0.204,0.088
20173614,0.37,0.244,0.02,0.27,0.096
20173599,0.332,0.304,0.054,0.112,0.198
20173598,0.35,0.228,0.026,0.306,0.09
20173597,0.298,0.302,0.088,0.124,0.188
20173594,0.464,0.266,0.014,0.188,0.068
20173586,0.36,0.218,0.044,0.256,0.122
20173576,0.404,0.282,0.02,0.212,0.082
20173563,0.384,0.25,0.028,0.228,0.11
20173545,0.454,0.258,0.016,0.212,0.06
20173543,0.348,0.24,0.022,0.278,0.112
20173540,0.336,0.322,0.044,0.094,0.204
20173539,0.394,0.26,0.022,0.242,0.082
20173532,0.444,0.206,0.014,0.262,0.074
20173525,0.398,0.302,0.028,0.162,0.11
20173524,0.462,0.238,0.02,0.186,0.094
20173521,0.392,0.23,0.024,0.272,0.082
20173513,0.45,0.2,0.006,0.29,0.054
20173509,0.474,0.19,0.012,0.254,0.07
20173502,0.34,0.322,0.076,0.11,0.152
20173497,0.478,0.224,0.01,0.226,0.062
20173495,0.268,0.394,0.068,0.128,0.142
20173490,0.396,0.31,0.028,0.18,0.086
20173485,0.434,0.266,0.028,0.158,0.114
20173484,0.478,0.19,0.016,0.252,0.064
20173481,0.376,0.268,0.034,0.214,0.108
20173479,0.322,0.388,0.024,0.152,0.114
20173471,0.406,0.27,0.024,0.14,0.16
20173469,0.4,0.274,0.028,0.204,0.094
20173454,0.386,0.23,0.02,0.304,0.06
20173442,0.358,0.28,0.042,0.208,0.112
20173441,0.25,0.332,0.088,0.138,0.192
20173437,0.43,0.186,0.006,0.292,0.086
20173433,0.356,0.318,0.03,0.16,0.136
20173430,0.438,0.254,0.004,0.23,0.074
20173423,0.462,0.246,0.024,0.2,0.068
20173422,0.402,0.232,0.032,0.254,0.08
20173409,0.414,0.268,0.048,0.144,0.126
20173404,0.36,0.354,0.044,0.122,0.12
20173401,0.37,0.218,0.046,0.266,0.1
20173392,0.378,0.262,0.038,0.224,0.098
20173390,0.36,0.32,0.028,0.172,0.12
20173387,0.366,0.206,0.012,0.344,0.072
20173385,0.358,0.312,0.054,0.144,0.132
20173383,0.338,0.272,0.064,0.162,0.164
20173377,0.478,0.204,0.014,0.248,0.056
20173372,0.356,0.204,0.004,0.386,0.05
20173371,0.25,0.32,0.156,0.066,0.208
20173369,0.346,0.286,0.05,0.184,0.134
20173363,0.346,0.298,0.026,0.228,0.102
20173358,0.408,0.29,0.028,0.166,0.108
20173355,0.42,0.244,0.012,0.258,0.066
20173349,0.424,0.306,0.008,0.184,0.078
20173348,0.286,0.338,0.052,0.122,0.202
20173345,0.416,0.274,0.02,0.194,0.096
20173338,0.306,0.364,0.042,0.096,0.192
20173336,0.428,0.12,0.004,0.418,0.03
20173333,0.376,0.294,0.02,0.212,0.098
20173332,0.39,0.312,0.028,0.174,0.096
20173329,0.326,0.302,0.066,0.13,0.176
20173323,0.4,0.166,0.016,0.346,0.072
20173322,0.394,0.22,0.012,0.296,0.078
20173318,0.41,0.234,0.012,0.282,0.062
20173309,0.446,0.144,0.002,0.336,0.072
20173300,0.418,0.28,0.012,0.218,0.072
20173299,0.41,0.25,0.026,0.204,0.11
20173288,0.412,0.296,0.034,0.154,0.104
20173279,0.38,0.242,0.008,0.29,0.08
20173278,0.384,0.184,0.03,0.33,0.072
20173270,0.4,0.15,0.01,0.386,0.054
20173258,0.4,0.234,0.024,0.222,0.12
20173257,0.352,0.332,0.05,0.156,0.11
20173254,0.502,0.16,0.008,0.286,0.044
20173246,0.378,0.276,0.044,0.192,0.11
20173238,0.406,0.268,0.022,0.238,0.066
20173235,0.396,0.176,0.012,0.364,0.052
20173234,0.376,0.192,0.014,0.35,0.068
20173233,0.406,0.244,0.012,0.246,0.092
20173227,0.522,0.168,0.012,0.248,0.05
20173224,0.414,0.198,0.01,0.3,0.078
20173222,0.428,0.222,0.016,0.266,0.068
20173216,0.42,0.276,0.008,0.208,0.088
20173210,0.368,0.178,0.004,0.386,0.064
20173208,0.338,0.334,0.05,0.144,0.134
20173207,0.374,0.294,0.054,0.094,0.184
20173205,0.368,0.29,0.038,0.212,0.092
20173203,0.326,0.314,0.07,0.096,0.194
20173196,0.496,0.218,0.008,0.208,0.07
20173192,0.406,0.122,0.008,0.418,0.046
20173179,0.378,0.346,0.052,0.096,0.128
20173156,0.38,0.224,0.012,0.31,0.074
20173155,0.368,0.302,0.032,0.16,0.138
20173153,0.396,0.312,0.024,0.146,0.122
20173150,0.344,0.198,0.018,0.388,0.052
20173147,0.358,0.338,0.05,0.108,0.146
20173145,0.446,0.278,0.008,0.216,0.052
20173144,0.406,0.24,0.032,0.222,0.1
20173139,0.412,0.18,0.014,0.336,0.058
20173137,0.358,0.118,0.002,0.474,0.048
20173136,0.366,0.226,0.008,0.32,0.08
20173133,0.354,0.306,0.012,0.238,0.09
20173132,0.39,0.206,0.026,0.314,0.064
20173130,0.326,0.266,0.092,0.124,0.192
20173129,0.374,0.318,0.034,0.188,0.086
20173127,0.484,0.196,0.004,0.26,0.056
20173123,0.476,0.206,0.016,0.2,0.102
20173117,0.384,0.232,0.024,0.248,0.112
20173116,0.292,0.312,0.092,0.138,0.166
20173112,0.42,0.226,0.02,0.26,0.074
20173110,0.282,0.388,0.072,0.09,0.168
20173095,0.44,0.212,0.024,0.238,0.086
20173094,0.372,0.318,0.05,0.106,0.154
20173084,0.414,0.264,0.008,0.234,0.08
20173081,0.342,0.258,0.054,0.2,0.146
20173078,0.376,0.258,0.022,0.258,0.086
20173077,0.352,0.23,0.046,0.252,0.12
20173074,0.4,0.31,0.024,0.154,0.112
20173073,0.37,0.202,0.016,0.314,0.098
20173063,0.368,0.23,0.024,0.294,0.084
20173062,0.422,0.234,0.016,0.268,0.06
20173060,0.396,0.226,0.008,0.31,0.06
20173056,0.374,0.344,0.048,0.134,0.1
20173039,0.244,0.304,0.102,0.152,0.198
20173036,0.492,0.184,0.018,0.256,0.05
20173017,0.306,0.302,0.06,0.126,0.206
20173014,0.354,0.338,0.048,0.118,0.142
20173006,0.416,0.218,0.018,0.272,0.076
20172992,0.342,0.324,0.042,0.17,0.122
20172987,0.368,0.304,0.026,0.184,0.118
20172983,0.416,0.258,0.024,0.182,0.12
20172980,0.322,0.336,0.056,0.122,0.164
20172974,0.392,0.308,0.028,0.174,0.098
20172972,0.376,0.178,0.012,0.344,0.09
20172947,0.306,0.326,0.066,0.134,0.168
20172937,0.446,0.23,0.006,0.272,0.046
20172911,0.416,0.254,0.02,0.236,0.074
20172907,0.354,0.2,0.034,0.324,0.088
20172901,0.422,0.214,0.012,0.292,0.06
20172896,0.476,0.188,0.014,0.266,0.056
20172884,0.394,0.304,0.036,0.168,0.098
20172883,0.414,0.254,0.01,0.252,0.07
20172867,0.286,0.316,0.118,0.12,0.16
20172866,0.378,0.138,0,0.456,0.028
20172863,0.41,0.274,0.02,0.2,0.096
20172861,0.396,0.206,0.006,0.322,0.07
20172855,0.338,0.338,0.04,0.146,0.138
20172854,0.414,0.206,0.02,0.272,0.088
20172843,0.412,0.244,0.016,0.258,0.07
20172839,0.386,0.286,0.028,0.194,0.106
20172837,0.298,0.316,0.096,0.104,0.186
20172835,0.36,0.33,0.02,0.2,0.09
20172833,0.416,0.27,0.026,0.172,0.116
20172825,0.456,0.258,0.006,0.236,0.044
20172824,0.304,0.382,0.06,0.07,0.184
20172822,0.418,0.242,0.01,0.22,0.11
20172819,0.394,0.198,0.016,0.32,0.072
20172815,0.478,0.184,0.004,0.284,0.05
20172814,0.424,0.252,0.046,0.17,0.108
20172812,0.376,0.286,0.028,0.176,0.134
20172798,0.324,0.32,0.064,0.122,0.17
20172797,0.368,0.256,0.066,0.18,0.13
20172795,0.412,0.268,0.02,0.22,0.08
20172790,0.4,0.186,0.01,0.348,0.056
20172788,0.412,0.19,0.022,0.312,0.064
20172779,0.442,0.224,0.02,0.258,0.056
20172773,0.41,0.208,0.016,0.302,0.064
20172763,0.464,0.214,0.01,0.246,0.066
20172760,0.408,0.288,0.05,0.14,0.114
20172752,0.414,0.296,0.028,0.118,0.144
20172744,0.348,0.31,0.056,0.156,0.13
20172734,0.342,0.332,0.026,0.162,0.138
20172732,0.452,0.258,0.006,0.21,0.074
20172728,0.422,0.188,0.028,0.282,0.08
20172716,0.448,0.266,0.02,0.176,0.09
20172714,0.45,0.238,0.028,0.212,0.072
20172708,0.334,0.31,0.068,0.18,0.108
20172705,0.41,0.308,0.026,0.166,0.09
20172697,0.368,0.142,0.012,0.426,0.052
20172694,0.46,0.24,0.026,0.172,0.102
20172693,0.314,0.314,0.084,0.126,0.162
20172687,0.458,0.198,0.012,0.258,0.074
20172675,0.384,0.388,0.032,0.092,0.104
20172658,0.426,0.228,0.012,0.24,0.094
20172656,0.388,0.26,0.018,0.244,0.09
20172653,0.41,0.188,0.012,0.348,0.042
20172652,0.44,0.14,0.006,0.364,0.05
20172642,0.404,0.124,0.006,0.432,0.034
20172640,0.398,0.304,0.022,0.194,0.082
20172638,0.358,0.332,0.082,0.096,0.132
20172637,0.44,0.232,0.01,0.252,0.066
20172632,0.316,0.302,0.072,0.128,0.182
20172630,0.344,0.23,0.042,0.26,0.124
20172621,0.364,0.266,0.016,0.25,0.104
20172608,0.418,0.162,0.01,0.356,0.054
20172603,0.314,0.312,0.032,0.206,0.136
20172600,0.388,0.256,0.028,0.22,0.108
20172598,0.302,0.31,0.07,0.114,0.204
20172593,0.422,0.202,0.018,0.312,0.046
20172579,0.342,0.294,0.074,0.162,0.128
20172577,0.394,0.29,0.026,0.192,0.098
20172576,0.348,0.142,0.01,0.442,0.058
20172573,0.396,0.232,0.022,0.278,0.072
20172569,0.384,0.278,0.026,0.22,0.092
20172567,0.438,0.194,0.008,0.318,0.042
20172563,0.41,0.28,0.008,0.232,0.07
20172562,0.284,0.336,0.108,0.102,0.17
20172558,0.326,0.27,0.026,0.278,0.1
20172555,0.392,0.172,0.016,0.322,0.098
20172548,0.446,0.248,0.012,0.238,0.056
20172541,0.388,0.284,0.012,0.244,0.072
20172521,0.41,0.288,0.018,0.196,0.088
20172502,0.372,0.276,0.028,0.21,0.114
20172501,0.412,0.302,0.016,0.16,0.11
20172500,0.398,0.306,0.038,0.138,0.12
20172495,0.438,0.164,0.006,0.328,0.064
20172494,0.454,0.224,0.01,0.234,0.078
20172486,0.412,0.282,0.034,0.164,0.108
20172484,0.388,0.312,0.034,0.154,0.112
20172483,0.39,0.232,0.046,0.208,0.124
20172479,0.43,0.2,0.016,0.304,0.05
20172474,0.382,0.224,0.034,0.25,0.11
20172457,0.314,0.35,0.078,0.106,0.152
20172440,0.39,0.252,0.022,0.232,0.104
20172436,0.4,0.172,0.01,0.38,0.038
20172429,0.39,0.288,0.014,0.232,0.076
20172423,0.338,0.258,0.042,0.252,0.11
20172415,0.486,0.188,0.014,0.248,0.064
20172411,0.378,0.284,0.062,0.11,0.166
20172409,0.442,0.256,0.018,0.214,0.07
20172399,0.39,0.194,0.016,0.314,0.086
20172397,0.286,0.272,0.07,0.152,0.22
20172396,0.366,0.266,0.046,0.222,0.1
20172394,0.368,0.308,0.034,0.122,0.168
20172383,0.39,0.124,0.004,0.444,0.038
20172373,0.446,0.142,0.01,0.368,0.034
20172365,0.488,0.202,0.006,0.236,0.068
20172354,0.464,0.276,0.026,0.14,0.094
20172346,0.316,0.342,0.062,0.096,0.184
20172342,0.42,0.31,0.026,0.158,0.086
20172333,0.442,0.234,0.01,0.246,0.068
20172328,0.342,0.352,0.082,0.07,0.154
20172326,0.482,0.256,0.02,0.172,0.07
20172320,0.38,0.316,0.03,0.11,0.164
20172306,0.448,0.202,0.014,0.254,0.082
20172297,0.458,0.212,0.022,0.232,0.076
20172296,0.334,0.346,0.084,0.12,0.116
20172295,0.376,0.334,0.04,0.126,0.124
20172294,0.412,0.296,0.03,0.14,0.122
20172293,0.274,0.362,0.094,0.07,0.2
20172275,0.392,0.238,0.044,0.214,0.112
20172271,0.394,0.176,0.018,0.334,0.078
20172270,0.318,0.324,0.08,0.088,0.19
20172259,0.49,0.18,0.008,0.286,0.036
20172254,0.396,0.24,0.024,0.232,0.108
20172250,0.404,0.188,0.022,0.328,0.058
20172241,0.418,0.262,0.012,0.19,0.118
20172237,0.428,0.302,0.032,0.166,0.072
20172229,0.48,0.204,0.014,0.244,0.058
20172210,0.392,0.272,0.02,0.244,0.072
20172209,0.39,0.342,0.038,0.14,0.09
20172208,0.386,0.234,0.006,0.348,0.026
20172206,0.304,0.33,0.088,0.102,0.176
20172190,0.396,0.182,0.01,0.346,0.066
20172187,0.362,0.304,0.028,0.158,0.148
20172176,0.414,0.214,0.022,0.272,0.078
20172168,0.44,0.248,0.018,0.204,0.09
20172164,0.396,0.306,0.012,0.198,0.088
20172161,0.318,0.33,0.07,0.104,0.178
20172158,0.374,0.314,0.034,0.194,0.084
20172157,0.364,0.304,0.032,0.158,0.142
20172154,0.37,0.308,0.068,0.104,0.15
20172151,0.364,0.226,0.036,0.252,0.122
20172150,0.378,0.242,0.028,0.258,0.094
20172147,0.304,0.344,0.086,0.062,0.204
20172146,0.42,0.192,0.018,0.306,0.064
20172142,0.434,0.242,0.018,0.22,0.086
20172140,0.326,0.322,0.038,0.152,0.162
20172135,0.36,0.316,0.06,0.128,0.136
20172128,0.382,0.272,0.014,0.26,0.072
20172112,0.392,0.248,0.028,0.262,0.07
20172110,0.39,0.166,0.002,0.38,0.062
20172108,0.394,0.234,0.024,0.268,0.08
20172102,0.412,0.222,0.006,0.296,0.064
20172098,0.326,0.296,0.064,0.19,0.124
20172094,0.376,0.302,0.046,0.142,0.134
20172089,0.418,0.242,0.026,0.208,0.106
20172084,0.416,0.17,0.008,0.348,0.058
20172078,0.398,0.306,0.018,0.21,0.068
20172076,0.372,0.302,0.026,0.19,0.11
20172073,0.456,0.21,0.008,0.272,0.054
20172067,0.46,0.248,0.012,0.222,0.058
20172065,0.384,0.344,0.026,0.176,0.07
20172052,0.3,0.312,0.078,0.116,0.194
20172049,0.418,0.232,0.016,0.274,0.06
20172048,0.438,0.292,0.018,0.18,0.072
20172047,0.372,0.286,0.026,0.196,0.12
20172046,0.382,0.25,0.012,0.272,0.084
20172030,0.464,0.148,0.008,0.332,0.048
20172022,0.38,0.32,0.016,0.198,0.086
20172016,0.394,0.134,0,0.438,0.034
20172015,0.382,0.13,0.002,0.452,0.034
20172007,0.318,0.344,0.032,0.176,0.13
20171997,0.408,0.262,0.062,0.138,0.13
20171996,0.438,0.216,0.01,0.27,0.066
20171987,0.42,0.272,0.022,0.192,0.094
20171986,0.376,0.222,0.026,0.27,0.106
20171983,0.388,0.294,0.052,0.114,0.152
20171978,0.474,0.224,0.008,0.232,0.062
20171977,0.338,0.358,0.038,0.124,0.142
20171968,0.414,0.254,0.016,0.25,0.066
20171959,0.43,0.198,0.012,0.322,0.038
20171957,0.442,0.21,0.016,0.286,0.046
20171944,0.372,0.264,0.048,0.19,0.126
20171942,0.402,0.182,0.016,0.324,0.076
20171937,0.32,0.348,0.05,0.146,0.136
20171936,0.336,0.276,0.046,0.234,0.108
20171932,0.466,0.156,0.012,0.322,0.044
20171925,0.426,0.144,0.01,0.386,0.034
20171911,0.366,0.314,0.024,0.2,0.096
20171908,0.378,0.218,0.01,0.342,0.052
20171906,0.41,0.236,0.018,0.262,0.074
20171905,0.398,0.228,0.036,0.248,0.09
20171901,0.336,0.288,0.06,0.14,0.176
20171896,0.32,0.288,0.092,0.082,0.218
20171887,0.368,0.276,0.03,0.23,0.096
20171884,0.43,0.198,0.016,0.284,0.072
20171877,0.286,0.334,0.098,0.14,0.142
20171876,0.39,0.272,0.03,0.212,0.096
20171870,0.32,0.37,0.058,0.104,0.148
20171866,0.448,0.178,0.006,0.32,0.048
20171860,0.326,0.33,0.078,0.1,0.166
20171857,0.42,0.256,0.014,0.22,0.09
20171854,0.394,0.294,0.036,0.186,0.09
20171852,0.432,0.19,0.014,0.32,0.044
20171850,0.434,0.176,0.012,0.326,0.052
20171840,0.302,0.302,0.11,0.074,0.212
20171835,0.446,0.226,0.016,0.232,0.08
20171826,0.352,0.306,0.024,0.156,0.162
20171824,0.468,0.3,0.016,0.152,0.064
20171823,0.336,0.324,0.064,0.13,0.146
20171816,0.452,0.186,0.01,0.288,0.064
20171814,0.434,0.224,0.012,0.27,0.06
20171812,0.334,0.312,0.086,0.126,0.142
20171810,0.436,0.254,0.016,0.216,0.078
20171803,0.468,0.208,0.002,0.258,0.064
20171798,0.362,0.342,0.05,0.09,0.156
20171797,0.39,0.324,0.056,0.106,0.124
20171790,0.374,0.3,0.028,0.17,0.128
20171786,0.458,0.24,0.008,0.19,0.104
20171782,0.382,0.24,0.054,0.166,0.158
20171779,0.374,0.282,0.032,0.21,0.102
20171778,0.388,0.282,0.008,0.252,0.07
20171777,0.418,0.212,0.032,0.278,0.06
20171773,0.396,0.212,0.048,0.262,0.082
20171758,0.352,0.258,0.042,0.19,0.158
20171753,0.46,0.212,0.012,0.264,0.052
20171745,0.402,0.302,0.028,0.188,0.08
20171744,0.384,0.276,0.032,0.202,0.106
20171743,0.406,0.296,0.036,0.17,0.092
20171741,0.336,0.31,0.03,0.218,0.106
20171731,0.4,0.14,0.008,0.402,0.05
20171728,0.312,0.338,0.048,0.124,0.178
20171721,0.446,0.156,0.004,0.352,0.042
20171720,0.38,0.124,0.004,0.45,0.042
20171718,0.324,0.298,0.068,0.12,0.19
20171708,0.374,0.158,0.022,0.364,0.082
20171687,0.476,0.148,0.01,0.306,0.06
20171677,0.4,0.294,0.036,0.198,0.072
20171670,0.336,0.318,0.036,0.17,0.14
20171640,0.442,0.224,0.018,0.246,0.07
20171639,0.426,0.24,0.034,0.24,0.06
20171633,0.382,0.166,0.006,0.386,0.06
20171631,0.288,0.25,0.1,0.148,0.214
20171629,0.322,0.336,0.046,0.138,0.158
20171627,0.38,0.336,0.048,0.12,0.116
20171626,0.386,0.358,0.03,0.128,0.098
20171623,0.416,0.27,0.014,0.218,0.082
20171621,0.354,0.312,0.056,0.12,0.158
20171620,0.28,0.28,0.122,0.092,0.226
20171615,0.31,0.348,0.06,0.104,0.178
20171612,0.28,0.302,0.132,0.084,0.202
20171611,0.372,0.342,0.028,0.138,0.12
20171607,0.45,0.226,0.004,0.27,0.05
20171605,0.436,0.262,0.036,0.174,0.092
20171591,0.376,0.316,0.02,0.172,0.116
20171590,0.384,0.214,0.002,0.356,0.044
20171583,0.388,0.192,0.026,0.302,0.092
20171582,0.412,0.288,0.016,0.2,0.084
20171561,0.42,0.286,0.018,0.176,0.1
20171560,0.412,0.224,0.012,0.266,0.086
20171559,0.406,0.314,0.03,0.158,0.092
20171555,0.37,0.268,0.03,0.25,0.082
20171553,0.448,0.256,0.02,0.172,0.104
20171552,0.426,0.246,0.016,0.204,0.108
20171551,0.352,0.3,0.024,0.206,0.118
20171547,0.406,0.158,0.008,0.378,0.05
20171545,0.406,0.228,0.006,0.28,0.08
20171536,0.452,0.196,0.02,0.26,0.072
20171534,0.352,0.154,0.012,0.408,0.074
20171529,0.422,0.322,0.02,0.14,0.096
20171516,0.39,0.174,0.012,0.36,0.064
20171509,0.376,0.21,0.016,0.334,0.064
20171498,0.376,0.236,0.026,0.252,0.11
20171497,0.45,0.236,0.012,0.234,0.068
20171486,0.44,0.234,0.014,0.214,0.098
20171483,0.374,0.232,0.016,0.312,0.066
20171478,0.388,0.178,0.006,0.382,0.046
20171477,0.386,0.28,0.022,0.216,0.096
20171469,0.436,0.282,0.006,0.194,0.082
20171467,0.42,0.118,0.004,0.408,0.05
20171464,0.422,0.18,0.018,0.306,0.074
20171452,0.362,0.304,0.046,0.16,0.128
20171434,0.392,0.26,0.016,0.256,0.076
20171433,0.386,0.32,0.046,0.142,0.106
20171431,0.366,0.272,0.038,0.206,0.118
20171418,0.37,0.196,0.016,0.364,0.054
20171415,0.406,0.242,0.014,0.262,0.076
20171412,0.424,0.268,0.018,0.212,0.078
20171409,0.462,0.19,0.004,0.296,0.048
20171406,0.438,0.272,0.034,0.128,0.128
20171388,0.412,0.162,0.006,0.376,0.044
20171387,0.436,0.184,0.01,0.32,0.05
20171386,0.404,0.228,0.026,0.244,0.098
20171380,0.392,0.142,0,0.436,0.03
20171379,0.45,0.262,0.016,0.172,0.1
20171369,0.392,0.292,0.016,0.204,0.096
20171365,0.376,0.31,0.02,0.188,0.106
20171351,0.366,0.282,0.02,0.226,0.106
20171350,0.344,0.32,0.04,0.164,0.132
20171345,0.406,0.198,0.016,0.318,0.062
20171341,0.342,0.326,0.044,0.162,0.126
20171340,0.398,0.114,0.004,0.434,0.05
20171335,0.43,0.288,0.02,0.158,0.104
20171334,0.336,0.346,0.076,0.078,0.164
20171308,0.448,0.274,0.02,0.162,0.096
20171305,0.388,0.248,0.032,0.212,0.12
20171304,0.44,0.194,0.018,0.248,0.1
20171301,0.334,0.288,0.046,0.182,0.15
20171298,0.472,0.174,0.008,0.314,0.032
20171297,0.302,0.324,0.056,0.17,0.148
20171294,0.38,0.186,0.006,0.374,0.054
20171292,0.468,0.17,0.016,0.304,0.042
20171269,0.384,0.286,0.024,0.178,0.128
20171268,0.338,0.158,0.02,0.402,0.082
20171263,0.422,0.272,0.022,0.208,0.076
20171261,0.424,0.15,0.014,0.364,0.048
20171260,0.364,0.33,0.04,0.142,0.124
20171251,0.456,0.246,0.012,0.194,0.092
20171241,0.344,0.31,0.048,0.11,0.188
20171237,0.41,0.162,0.014,0.348,0.066
20171231,0.31,0.328,0.098,0.1,0.164
20171224,0.382,0.17,0.008,0.388,0.052
20171223,0.29,0.296,0.072,0.158,0.184
20171219,0.41,0.202,0.008,0.324,0.056
20171212,0.408,0.158,0.006,0.37,0.058
20171211,0.392,0.29,0.016,0.214,0.088
20171210,0.346,0.294,0.022,0.214,0.124
20171196,0.442,0.218,0.008,0.27,0.062
20171194,0.452,0.228,0.012,0.238,0.07
20171193,0.31,0.286,0.096,0.1,0.208
20171190,0.418,0.152,0.006,0.374,0.05
20171174,0.376,0.314,0.014,0.2,0.096
20171172,0.414,0.166,0.006,0.364,0.05
20171150,0.396,0.296,0.032,0.156,0.12
20171147,0.45,0.198,0.018,0.276,0.058
20171145,0.468,0.178,0.01,0.294,0.05
20171133,0.446,0.244,0.014,0.228,0.068
20171130,0.366,0.202,0.012,0.33,0.09
20171126,0.42,0.22,0.022,0.214,0.124
20171124,0.332,0.304,0.082,0.134,0.148
20171117,0.43,0.244,0.012,0.232,0.082
20171108,0.348,0.318,0.064,0.1,0.17
20171095,0.45,0.228,0.012,0.214,0.096
20171077,0.356,0.25,0.062,0.214,0.118
20171066,0.404,0.21,0.024,0.308,0.054
20171063,0.42,0.232,0.012,0.272,0.064
20171060,0.432,0.278,0.02,0.174,0.096
20171048,0.416,0.26,0.016,0.24,0.068
20171034,0.426,0.328,0.02,0.148,0.078
20171033,0.346,0.278,0.038,0.188,0.15
20171028,0.44,0.272,0.018,0.172,0.098
20171027,0.412,0.258,0.012,0.252,0.066
20171024,0.308,0.32,0.048,0.154,0.17
20171023,0.41,0.212,0.016,0.298,0.064
20171018,0.43,0.29,0.036,0.134,0.11
20171013,0.412,0.15,0.028,0.342,0.068
20171008,0.36,0.306,0.03,0.178,0.126
20171007,0.406,0.312,0.028,0.132,0.122
2017997,0.346,0.254,0.06,0.184,0.156
2017995,0.456,0.19,0.018,0.288,0.048
2017993,0.376,0.322,0.028,0.186,0.088
2017992,0.426,0.212,0.01,0.252,0.1
2017991,0.408,0.228,0.018,0.278,0.068
2017985,0.434,0.178,0.006,0.312,0.07
2017981,0.384,0.252,0.024,0.222,0.118
2017974,0.336,0.346,0.064,0.122,0.132
2017972,0.454,0.124,0.008,0.368,0.046
2017969,0.422,0.226,0.01,0.286,0.056
2017947,0.372,0.344,0.03,0.136,0.118
2017945,0.424,0.276,0.014,0.224,0.062
2017942,0.478,0.19,0.016,0.264,0.052
2017939,0.4,0.232,0.022,0.286,0.06
2017934,0.348,0.236,0.026,0.282,0.108
2017933,0.43,0.206,0.008,0.286,0.07
2017925,0.442,0.208,0.018,0.256,0.076
2017902,0.368,0.134,0.006,0.442,0.05
2017882,0.424,0.192,0.02,0.28,0.084
2017880,0.336,0.302,0.058,0.166,0.138
2017865,0.414,0.25,0.02,0.23,0.086
2017860,0.414,0.276,0.012,0.214,0.084
2017859,0.33,0.248,0.052,0.236,0.134
2017855,0.422,0.142,0.006,0.382,0.048
2017847,0.376,0.184,0.002,0.39,0.048
2017843,0.336,0.32,0.026,0.182,0.136
2017839,0.382,0.252,0.038,0.21,0.118
2017830,0.346,0.32,0.012,0.234,0.088
2017829,0.328,0.326,0.044,0.15,0.152
2017828,0.406,0.194,0.022,0.31,0.068
2017826,0.41,0.198,0.01,0.304,0.078
2017824,0.346,0.17,0.014,0.41,0.06
2017822,0.322,0.358,0.068,0.086,0.166
2017818,0.408,0.224,0.018,0.262,0.088
2017815,0.444,0.214,0.024,0.216,0.102
2017809,0.384,0.29,0.008,0.226,0.092
2017806,0.468,0.212,0.016,0.232,0.072
2017798,0.41,0.198,0.008,0.314,0.07
2017797,0.384,0.318,0.04,0.132,0.126
2017796,0.418,0.218,0.016,0.286,0.062
2017787,0.354,0.232,0.03,0.288,0.096
2017786,0.374,0.358,0.044,0.144,0.08
2017775,0.402,0.258,0.018,0.174,0.148
